Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score
2329,168,4,30.3,2,1,1,211,4
4332,36,4,30.25,4,1,1,411,6
2335,160,5,30.2,2,1,1,211,4
3852,273,7,30.1,2,2,1,221,5
1447,573,3,30.0,1,1,1,111,3
1662,201,5,30.0,2,1,1,211,4
1665,31,6,30.0,4,2,1,421,7
1920,317,6,30.0,1,2,1,121,4
3073,347,5,30.0,1,1,1,111,3
4802,507,2,30.0,1,1,1,111,3
4575,20,7,29.94,4,2,1,421,7
2468,292,8,29.8,1,2,1,121,4
1470,567,2,29.7,1,1,1,111,3
4907,253,5,29.7,2,1,1,211,4
2954,208,7,29.5,2,2,1,221,5
2577,66,8,29.45,3,2,1,321,6
3313,266,6,29.4,2,2,1,221,5
2733,161,6,29.3,2,2,1,221,5
4983,382,6,29.22,1,2,1,121,4
4801,148,5,29.2,2,1,1,211,4
1598,303,7,29.2,1,2,1,121,4
2798,130,8,29.2,3,2,1,321,6
1683,132,5,29.2,3,1,1,311,5
4927,72,5,29.2,3,1,1,311,5
2734,275,3,29.14,2,1,1,211,4
3825,702,2,29.14,1,1,1,111,3
4479,323,9,29.1,1,3,1,131,5
1166,575,4,29.1,1,1,1,111,3
3069,265,5,29.0,2,1,1,211,4
4995,576,4,29.0,1,1,1,111,3
2862,144,6,28.98,2,2,1,221,5
3636,230,8,28.9,2,2,1,221,5
3542,172,4,28.9,2,1,1,211,4
3018,186,6,28.8,2,2,1,221,5
1272,521,2,28.8,1,1,1,111,3
4729,266,6,28.74,2,2,1,221,5
2881,577,4,28.65,1,1,1,111,3
4639,403,2,28.6,1,1,1,111,3
4136,141,6,28.6,2,2,1,221,5
4979,250,7,28.6,2,2,1,221,5
3177,438,4,28.6,1,1,1,111,3
1841,234,4,28.6,2,1,1,211,4
2308,476,6,28.6,1,2,1,121,4
4996,36,10,28.5,4,3,1,431,8
4552,74,8,28.5,3,2,1,321,6
3494,179,7,28.45,2,2,1,221,5
1192,355,5,28.4,1,1,1,111,3
4714,122,4,28.4,3,1,1,311,5
3047,114,5,28.3,3,1,1,311,5
4611,125,5,28.3,3,1,1,311,5
2976,211,5,28.21,2,1,1,211,4
2220,148,6,28.2,2,2,1,221,5
3448,460,2,28.2,1,1,1,111,3
2541,474,6,28.2,1,2,1,121,4
3722,516,6,28.2,1,2,1,121,4
4481,467,3,28.1,1,1,1,111,3
4595,145,4,28.1,2,1,1,211,4
3366,376,4,28.1,1,1,1,111,3
3391,9,2,28.0,4,1,1,411,6
2774,63,7,27.96,3,2,1,321,6
3404,23,4,27.94,4,1,1,411,6
3012,101,6,27.9,3,2,1,321,6
3244,40,6,27.9,4,2,1,421,7
3569,419,6,27.8,1,2,1,121,4
4242,21,7,27.76,4,2,1,421,7
3707,187,4,27.75,2,1,1,211,4
2227,193,5,27.7,2,1,1,211,4
2931,543,3,27.7,1,1,1,111,3
1531,345,4,27.7,1,1,1,111,3
4948,586,4,27.6,1,1,1,111,3
1640,662,4,27.4,1,1,1,111,3
3386,330,8,27.4,1,2,1,121,4
4409,349,7,27.34,1,2,1,121,4
3078,120,5,27.3,3,1,1,311,5
3008,539,5,27.3,1,1,1,111,3
2192,323,5,27.3,1,1,1,111,3
3826,612,2,27.24,1,1,1,111,3
2615,580,4,27.2,1,1,1,111,3
4866,131,6,27.1,3,2,1,321,6
4189,110,6,27.1,3,2,1,321,6
4241,454,6,27.1,1,2,1,121,4
1238,304,2,27.0,1,1,1,111,3
1334,206,5,27.0,2,1,1,211,4
2334,668,5,27.0,1,1,1,111,3
2686,375,4,27.0,1,1,1,111,3
2853,408,5,26.9,1,1,1,111,3
2477,209,7,26.9,2,2,1,221,5
2658,75,7,26.9,3,2,1,321,6
3711,175,4,26.85,2,1,1,211,4
1255,460,2,26.8,1,1,1,111,3
2828,697,2,26.8,1,1,1,111,3
1769,0,5,26.8,4,1,1,411,6
1685,134,8,26.7,3,2,1,321,6
4987,357,7,26.4,1,2,1,121,4
2473,182,6,26.4,2,2,1,221,5
1112,265,4,26.36,2,1,1,211,4
2342,376,4,26.3,1,1,1,111,3
1794,104,5,26.3,3,1,1,311,5
4884,699,2,26.3,1,1,1,111,3
3451,121,7,26.2,3,2,1,321,6
2398,356,7,26.2,1,2,1,121,4
2285,14,4,26.2,4,1,1,411,6
2259,562,6,26.15,1,2,1,121,4
4900,455,4,26.1,1,1,1,111,3
3269,84,5,26.1,3,1,1,311,5
1200,95,8,26.05,3,2,1,321,6
4517,430,2,26.0,1,1,1,111,3
3231,274,5,26.0,2,1,1,211,4
4985,4,8,25.97,4,2,1,421,7
1972,211,5,25.9,2,1,1,211,4
1586,607,6,25.9,1,2,1,121,4
1445,607,6,25.8,1,2,1,121,4
4027,184,4,25.8,2,1,1,211,4
3788,317,2,25.8,1,1,1,111,3
1610,218,6,25.7,2,2,1,221,5
1284,485,4,25.6,1,1,1,111,3
3739,146,7,25.6,2,2,1,221,5
1344,117,5,25.5,3,1,1,311,5
1159,199,6,25.45,2,2,1,221,5
1044,66,4,25.4,3,1,1,311,5
3288,248,6,25.4,2,2,1,221,5
1876,197,2,25.3,2,1,1,211,4
4186,66,3,25.3,3,1,1,311,5
3293,235,7,25.3,2,2,1,221,5
2084,137,3,25.3,3,1,1,311,5
2621,459,4,25.2,1,1,1,111,3
3001,6,4,25.2,4,1,1,411,6
3708,118,7,25.2,3,2,1,321,6
4829,57,4,25.2,3,1,1,311,5
1960,355,4,25.2,1,1,1,111,3
4315,248,7,25.2,2,2,1,221,5
2776,595,4,25.14,1,1,1,111,3
1338,506,5,25.1,1,1,1,111,3
4141,48,3,25.1,4,1,1,411,6
4902,258,6,25.0,2,2,1,221,5
2866,623,2,25.0,1,1,1,111,3
3632,451,4,25.0,1,1,1,111,3
4052,253,5,24.82,2,1,1,211,4
2322,683,4,24.8,1,1,1,111,3
2752,81,2,24.7,3,1,1,311,5
4143,663,4,24.7,1,1,1,111,3
3836,24,6,24.7,4,2,1,421,7
4237,589,2,24.7,1,1,1,111,3
1132,99,9,24.64,3,3,1,331,7
1273,240,4,24.6,2,1,1,211,4
3032,208,4,24.55,2,1,1,211,4
1707,204,4,24.5,2,1,1,211,4
3432,270,4,24.5,2,1,1,211,4
3602,429,5,24.5,1,1,1,111,3
4005,596,4,24.5,1,1,1,111,3
4225,236,6,24.4,2,2,1,221,5
1352,667,2,24.4,1,1,1,111,3
4870,547,6,24.4,1,2,1,121,4
4791,671,4,24.4,1,1,1,111,3
1786,323,6,24.3,1,2,1,121,4
1357,115,6,24.3,3,2,1,321,6
2820,401,2,24.2,1,1,1,111,3
2216,43,2,24.2,4,1,1,411,6
4436,7,2,24.1,4,1,1,411,6
4123,16,4,24.0,4,1,1,411,6
1156,108,2,24.0,3,1,1,311,5
1005,706,4,24.0,1,1,1,111,3
3238,545,8,24.0,1,2,1,121,4
2050,185,4,23.9,2,1,1,211,4
1481,209,4,23.8,2,1,1,211,4
1048,73,6,23.8,3,2,1,321,6
3372,673,2,23.8,1,1,1,111,3
4383,393,4,23.7,1,1,1,111,3
4425,74,2,23.7,3,1,1,311,5
4621,642,2,23.7,1,1,1,111,3
1369,394,8,23.6,1,2,1,121,4
3434,203,5,23.52,2,1,1,211,4
4429,162,3,23.5,2,1,1,211,4
1167,317,4,23.5,1,1,1,111,3
2822,12,4,23.48,4,1,1,411,6
4844,310,2,23.4,1,1,1,111,3
4535,25,7,23.4,4,2,1,421,7
1594,341,6,23.3,1,2,1,121,4
1975,95,4,23.3,3,1,1,311,5
4560,180,4,23.2,2,1,1,211,4
4964,30,4,23.15,4,1,1,411,6
4612,244,4,23.1,2,1,1,211,4
2767,337,5,23.1,1,1,1,111,3
1299,210,8,23.1,2,2,1,221,5
3383,412,6,23.1,1,2,1,121,4
2501,112,4,23.0,3,1,1,311,5
2457,382,6,23.0,1,2,1,121,4
4031,73,7,23.0,3,2,1,321,6
3568,74,8,22.85,3,2,1,321,6
4333,182,2,22.8,2,1,1,211,4
2198,507,2,22.8,1,1,1,111,3
1891,543,6,22.8,1,2,1,121,4
1790,276,4,22.7,2,1,1,211,4
1292,67,4,22.7,3,1,1,311,5
2140,0,6,22.7,4,2,1,421,7
2015,232,4,22.6,2,1,1,211,4
2609,126,5,22.6,3,1,1,311,5
1193,48,4,22.56,4,1,1,411,6
1886,28,4,22.56,4,1,1,411,6
4184,15,8,22.5,4,2,1,421,7
4347,298,4,22.5,1,1,1,111,3
3540,300,7,22.4,1,2,1,121,4
2567,526,2,22.4,1,1,1,111,3
1119,329,2,22.4,1,1,1,111,3
2801,446,8,22.35,1,2,1,121,4
4093,478,4,22.3,1,1,1,111,3
3336,279,2,22.2,2,1,1,211,4
4984,248,7,22.15,2,2,1,221,5
2722,412,4,22.1,1,1,1,111,3
3052,179,5,22.05,2,1,1,211,4
4307,543,2,21.96,1,1,1,111,3
4522,226,8,21.9,2,2,1,221,5
1871,381,2,21.9,1,1,1,111,3
4658,169,8,21.9,2,2,1,221,5
5000,323,7,21.8,1,2,1,121,4
3146,551,4,21.8,1,1,1,111,3
1464,210,5,21.8,2,1,1,211,4
1944,121,4,21.7,3,1,1,311,5
3958,56,6,21.6,4,2,1,421,7
3314,504,2,21.6,1,1,1,111,3
3906,197,4,21.6,2,1,1,211,4
3286,7,4,21.6,4,1,1,411,6
4483,137,4,21.53,3,1,1,311,5
2985,215,6,21.5,2,2,1,221,5
2848,45,4,21.4,4,1,1,411,6
3538,304,6,21.3,1,2,1,121,4
3555,442,3,21.2,1,1,1,111,3
4497,206,4,21.2,2,1,1,211,4
2180,377,5,21.1,1,1,1,111,3
2526,75,4,21.1,3,1,1,311,5
3037,310,5,21.1,1,1,1,111,3
1300,482,2,21.0,1,1,1,111,3
4520,647,6,21.0,1,2,1,121,4
3734,116,5,21.0,3,1,1,311,5
2414,574,2,21.0,1,1,1,111,3
1556,578,2,20.9,1,1,1,111,3
4689,114,7,20.9,3,2,1,321,6
1957,333,4,20.8,1,1,1,111,3
4980,492,2,20.75,1,1,1,111,3
1068,182,4,20.7,2,1,1,211,4
2493,145,5,20.7,2,1,1,211,4
2021,352,2,20.6,1,1,1,111,3
1695,329,2,20.6,1,1,1,111,3
2121,422,4,20.6,1,1,1,111,3
2987,623,2,20.6,1,1,1,111,3
2539,45,4,20.6,4,1,1,411,6
2103,294,2,20.55,1,1,1,111,3
2748,637,2,20.4,1,1,1,111,3
1455,287,2,20.4,1,1,1,111,3
3870,284,4,20.2,1,1,1,111,3
3991,545,2,20.16,1,1,1,111,3
3536,635,3,20.1,1,1,1,111,3
1681,542,6,20.1,1,2,1,121,4
1437,137,4,20.05,3,1,1,311,5
3155,464,2,20.0,1,1,1,111,3
1257,470,4,20.0,1,1,1,111,3
1845,145,7,20.0,2,2,1,221,5
4181,479,3,20.0,1,1,1,111,3
1066,566,6,19.92,1,2,1,121,4
2161,462,4,19.92,1,1,1,111,3
2490,12,6,19.92,4,2,1,421,7
3654,14,5,19.8,4,1,1,411,6
3626,567,4,19.8,1,1,1,111,3
3197,669,3,19.8,1,1,1,111,3
2898,525,7,19.7,1,2,1,121,4
1462,462,4,19.7,1,1,1,111,3
3933,393,4,19.62,1,1,1,111,3
3230,350,2,19.6,1,1,1,111,3
2372,118,6,19.6,3,2,1,321,6
4642,27,4,19.57,4,1,1,411,6
3883,86,4,19.5,3,1,1,311,5
2852,205,2,19.5,2,1,1,211,4
2710,77,4,19.5,3,1,1,311,5
4118,6,2,19.4,4,1,1,411,6
4135,598,4,19.4,1,1,1,111,3
4010,1,6,19.4,4,2,1,421,7
2607,405,4,19.3,1,1,1,111,3
2463,4,6,19.2,4,2,1,421,7
2219,257,6,19.2,2,2,1,221,5
1350,483,6,19.2,1,2,1,121,4
2112,572,4,19.0,1,1,1,111,3
4920,312,4,19.0,1,1,1,111,3
4803,365,6,19.0,1,2,1,121,4
4451,402,2,18.9,1,1,1,111,3
3606,414,2,18.9,1,1,1,111,3
1880,106,4,18.8,3,1,1,311,5
2844,223,2,18.8,2,1,1,211,4
3715,233,7,18.7,2,2,1,221,5
4930,504,3,18.7,1,1,1,111,3
4792,163,4,18.7,2,1,1,211,4
1700,61,4,18.64,3,1,1,311,5
2998,169,5,18.6,2,1,1,211,4
3566,16,4,18.6,4,1,1,411,6
3598,259,4,18.5,2,1,1,211,4
3887,462,3,18.44,1,1,1,111,3
3087,368,6,18.4,1,2,1,121,4
2487,174,4,18.1,2,1,1,211,4
2628,393,2,18.0,1,1,1,111,3
2075,344,6,18.0,1,2,1,121,4
4208,695,2,18.0,1,1,1,111,3
2731,263,4,18.0,2,1,1,211,4
4737,102,2,18.0,3,1,1,311,5
3395,133,4,17.9,3,1,1,311,5
1080,230,5,17.8,2,1,1,211,4
1402,442,4,17.8,1,1,1,111,3
3834,591,5,17.76,1,1,1,111,3
4918,337,5,17.7,1,1,1,111,3
1137,95,6,17.6,3,2,1,321,6
4775,641,3,17.6,1,1,1,111,3
4490,708,4,17.6,1,1,1,111,3
4587,586,2,17.6,1,1,1,111,3
4379,90,4,17.6,3,1,1,311,5
3130,242,6,17.5,2,2,1,221,5
3845,102,2,17.4,3,1,1,311,5
1247,452,4,17.4,1,1,1,111,3
2330,420,4,17.4,1,1,1,111,3
1313,5,2,17.3,4,1,1,411,6
3970,423,2,17.2,1,1,1,111,3
3580,36,4,17.2,4,1,1,411,6
3234,136,2,17.1,3,1,1,311,5
4491,468,2,17.1,1,1,1,111,3
3466,386,6,17.1,1,2,1,121,4
1071,460,3,17.1,1,1,1,111,3
2153,381,4,17.09,1,1,1,111,3
2675,106,6,17.0,3,2,1,321,6
4279,702,2,16.9,1,1,1,111,3
1755,574,4,16.9,1,1,1,111,3
4158,4,4,16.85,4,1,1,411,6
1471,496,4,16.8,1,1,1,111,3
1059,564,5,16.8,1,1,1,111,3
2145,18,5,16.8,4,1,1,411,6
1222,97,4,16.8,3,1,1,311,5
1496,613,2,16.8,1,1,1,111,3
3408,55,6,16.7,4,2,1,421,7
1046,189,4,16.7,2,1,1,211,4
3272,192,4,16.65,2,1,1,211,4
3501,156,4,16.6,2,1,1,211,4
1228,310,3,16.6,1,1,1,111,3
4032,142,4,16.6,2,1,1,211,4
3634,20,5,16.6,4,1,1,411,6
1630,222,4,16.5,2,1,1,211,4
4885,75,2,16.4,3,1,1,311,5
3064,362,4,16.4,1,1,1,111,3
4973,581,3,16.4,1,1,1,111,3
3968,48,5,16.4,4,1,1,411,6
1029,291,2,16.35,1,1,1,111,3
1933,435,2,16.2,1,1,1,111,3
4961,423,2,16.2,1,1,1,111,3
2894,291,2,16.0,1,1,1,111,3
1537,332,5,16.0,1,1,1,111,3
1124,494,4,15.9,1,1,1,111,3
3482,518,7,15.8,1,2,1,121,4
3652,103,4,15.7,3,1,1,311,5
4630,549,2,15.7,1,1,1,111,3
4435,389,8,15.7,1,2,1,121,4
3994,393,2,15.7,1,1,1,111,3
2992,51,3,15.6,4,1,1,411,6
4730,399,4,15.6,1,1,1,111,3
4528,78,4,15.4,3,1,1,311,5
1558,268,2,15.4,2,1,1,211,4
3000,495,2,15.4,1,1,1,111,3
3706,408,2,15.3,1,1,1,111,3
2354,497,6,15.3,1,2,1,121,4
1096,155,2,15.3,2,1,1,211,4
4949,134,2,15.2,3,1,1,311,5
4846,391,5,15.0,1,1,1,111,3
1267,594,2,15.0,1,1,1,111,3
2720,552,2,14.9,1,1,1,111,3
2808,239,6,14.8,2,2,1,221,5
1187,18,7,14.77,4,2,1,421,7
1860,522,4,14.7,1,1,1,111,3
2953,360,3,14.6,1,1,1,111,3
4514,531,2,14.6,1,1,1,111,3
3173,158,2,14.6,2,1,1,211,4
1321,261,5,14.6,2,1,1,211,4
4904,389,2,14.5,1,1,1,111,3
2773,579,2,14.5,1,1,1,111,3
3605,269,3,14.5,2,1,1,211,4
4378,240,4,14.5,2,1,1,211,4
3377,488,2,14.4,1,1,1,111,3
3624,597,2,14.4,1,1,1,111,3
1745,648,2,14.4,1,1,1,111,3
3105,627,2,14.2,1,1,1,111,3
4454,7,3,14.1,4,1,1,411,6
1673,631,2,13.9,1,1,1,111,3
3993,315,3,13.9,1,1,1,111,3
3108,645,4,13.85,1,1,1,111,3
3889,372,5,13.8,1,1,1,111,3
2197,542,2,13.8,1,1,1,111,3
3103,385,4,13.8,1,1,1,111,3
3981,5,4,13.7,4,1,1,411,6
1401,215,4,13.6,2,1,1,211,4
4795,153,2,13.5,2,1,1,211,4
4994,325,2,13.5,1,1,1,111,3
1436,304,2,13.49,1,1,1,111,3
4653,416,4,13.4,1,1,1,111,3
1519,428,2,13.4,1,1,1,111,3
2826,482,2,13.4,1,1,1,111,3
2442,674,2,13.4,1,1,1,111,3
4739,391,4,13.2,1,1,1,111,3
2012,276,4,13.2,2,1,1,211,4
2963,582,4,13.2,1,1,1,111,3
3995,187,4,13.0,2,1,1,211,4
4496,341,2,13.0,1,1,1,111,3
1915,145,4,13.0,2,1,1,211,4
2637,468,4,12.9,1,1,1,111,3
1898,414,2,12.8,1,1,1,111,3
2968,74,2,12.64,3,1,1,311,5
4043,343,2,12.6,1,1,1,111,3
2456,655,2,12.5,1,1,1,111,3
3418,292,4,12.4,1,1,1,111,3
1310,403,4,12.4,1,1,1,111,3
2292,280,2,12.4,1,1,1,111,3
3097,142,2,12.4,2,1,1,211,4
3943,636,2,12.3,1,1,1,111,3
3453,14,4,12.1,4,1,1,411,6
3163,366,4,12.1,1,1,1,111,3
3932,602,2,12.1,1,1,1,111,3
2116,123,4,12.1,3,1,1,311,5
4945,150,2,12.0,2,1,1,211,4
4805,78,4,12.0,3,1,1,311,5
1643,246,4,12.0,2,1,1,211,4
3733,512,4,12.0,1,1,1,111,3
3216,321,4,12.0,1,1,1,111,3
3350,586,4,11.9,1,1,1,111,3
3454,13,2,11.8,4,1,1,411,6
1397,9,2,11.8,4,1,1,411,6
3174,324,4,11.8,1,1,1,111,3
1721,76,6,11.8,3,2,1,321,6
4309,106,4,11.7,3,1,1,311,5
1826,376,2,11.7,1,1,1,111,3
4248,447,2,11.7,1,1,1,111,3
2008,70,6,11.65,3,2,1,321,6
3333,311,4,11.6,1,1,1,111,3
4824,559,2,11.6,1,1,1,111,3
1579,563,2,11.5,1,1,1,111,3
2878,421,4,11.5,1,1,1,111,3
4562,419,4,11.4,1,1,1,111,3
3436,278,2,11.4,2,1,1,211,4
3240,363,4,11.4,1,1,1,111,3
4423,673,2,11.4,1,1,1,111,3
2417,422,2,11.4,1,1,1,111,3
3098,117,4,11.4,3,1,1,311,5
1956,716,2,11.3,1,1,1,111,3
3607,676,2,11.2,1,1,1,111,3
1963,0,2,11.1,4,1,1,411,6
2889,344,2,11.1,1,1,1,111,3
1762,182,4,11.0,2,1,1,211,4
2474,324,2,11.0,1,1,1,111,3
4011,489,2,11.0,1,1,1,111,3
1439,139,2,10.9,3,1,1,311,5
3290,215,2,10.9,2,1,1,211,4
2911,169,4,10.85,2,1,1,211,4
1415,367,4,10.8,1,1,1,111,3
1266,490,2,10.8,1,1,1,111,3
1036,709,2,10.8,1,1,1,111,3
1925,575,2,10.7,1,1,1,111,3
3007,393,4,10.7,1,1,1,111,3
4707,322,4,10.7,1,1,1,111,3
4530,109,4,10.6,3,1,1,311,5
2558,140,2,10.6,3,1,1,311,5
3610,470,4,10.6,1,1,1,111,3
2350,579,4,10.5,1,1,1,111,3
3179,284,2,10.5,1,1,1,111,3
1177,77,4,10.45,3,1,1,311,5
3376,722,3,10.3,1,1,1,111,3
2024,527,4,10.25,1,1,1,111,3
2988,77,2,10.2,3,1,1,311,5
1688,50,2,10.1,4,1,1,411,6
2373,495,2,10.1,1,1,1,111,3
4521,106,2,10.0,3,1,1,311,5
3576,594,2,10.0,1,1,1,111,3
1180,493,4,9.9,1,1,1,111,3
4755,3,3,9.9,4,1,1,411,6
3422,521,2,9.8,1,1,1,111,3
4590,498,2,9.6,1,1,1,111,3
4982,151,3,9.6,2,1,1,211,4
1469,489,2,9.5,1,1,1,111,3
4072,138,2,9.4,3,1,1,311,5
3944,361,3,9.4,1,1,1,111,3
3134,206,2,9.4,2,1,1,211,4
1089,390,2,9.3,1,1,1,111,3
3796,207,2,9.0,2,1,1,211,4
2841,10,2,9.0,4,1,1,411,6
4472,445,2,9.0,1,1,1,111,3
2614,188,2,9.0,2,1,1,211,4
2136,323,2,9.0,1,1,1,111,3
3243,727,2,8.9,1,1,1,111,3
3373,6,4,8.8,4,1,1,411,6
4506,141,2,8.7,2,1,1,211,4
2096,339,2,8.6,1,1,1,111,3
3126,393,2,8.5,1,1,1,111,3
4099,337,5,8.5,1,1,1,111,3
3700,255,3,8.4,2,1,1,211,4
2717,727,2,8.4,1,1,1,111,3
4703,436,2,8.2,1,1,1,111,3
2387,659,2,8.1,1,1,1,111,3
1063,341,4,8.1,1,1,1,111,3
2759,156,2,8.0,2,1,1,211,4
3823,385,2,7.9,1,1,1,111,3
3777,672,2,7.9,1,1,1,111,3
3136,611,2,7.9,1,1,1,111,3
3080,683,2,7.85,1,1,1,111,3
3874,529,2,7.8,1,1,1,111,3
4834,247,2,7.8,2,1,1,211,4
1400,445,2,7.8,1,1,1,111,3
2783,274,2,7.8,2,1,1,211,4
3412,338,4,7.8,1,1,1,111,3
1227,601,2,7.7,1,1,1,111,3
1744,93,4,7.65,3,1,1,311,5
3714,571,4,7.65,1,1,1,111,3
1084,621,2,7.6,1,1,1,111,3
1989,112,2,7.6,3,1,1,311,5
2684,353,3,7.5,1,1,1,111,3
2425,313,3,7.5,1,1,1,111,3
2735,212,2,7.4,2,1,1,211,4
3093,292,2,7.32,1,1,1,111,3
3771,374,2,7.3,1,1,1,111,3
3510,362,2,7.3,1,1,1,111,3
1375,80,2,7.2,3,1,1,311,5
3301,249,2,7.1,2,1,1,211,4
3270,229,2,6.9,2,1,1,211,4
2482,708,3,6.9,1,1,1,111,3
4447,243,2,6.8,2,1,1,211,4
3631,474,2,6.8,1,1,1,111,3
4631,673,2,6.8,1,1,1,111,3
4188,497,2,6.72,1,1,1,111,3
1976,77,3,6.7,3,1,1,311,5
1251,34,3,6.6,4,1,1,411,6
3431,517,2,6.6,1,1,1,111,3
4365,313,3,6.5,1,1,1,111,3
2304,182,2,6.4,2,1,1,211,4
4889,330,3,6.4,1,1,1,111,3
2302,700,2,6.0,1,1,1,111,3
1243,721,2,6.0,1,1,1,111,3
2297,304,2,5.92,1,1,1,111,3
1642,458,2,5.9,1,1,1,111,3
3239,33,2,5.9,4,1,1,411,6
3478,272,2,5.8,2,1,1,211,4
3124,265,3,5.7,2,1,1,211,4
4366,139,2,5.7,3,1,1,311,5
4247,727,2,5.6,1,1,1,111,3
3824,321,2,5.4,1,1,1,111,3
2296,566,2,5.35,1,1,1,111,3
2213,492,2,5.3,1,1,1,111,3
3345,91,2,5.2,3,1,1,311,5
4142,43,2,4.9,4,1,1,411,6
2497,511,2,4.9,1,1,1,111,3
2591,385,3,4.8,1,1,1,111,3
4419,7,2,4.6,4,1,1,411,6
4062,398,2,4.6,1,1,1,111,3
3362,578,2,4.6,1,1,1,111,3
4386,113,2,4.5,3,1,1,311,5
1592,397,2,4.4,1,1,1,111,3
3490,174,2,4.4,2,1,1,211,4
2248,288,2,4.4,1,1,1,111,3
2668,394,2,4.2,1,1,1,111,3
3503,31,2,4.1,4,1,1,411,6
1626,315,2,4.1,1,1,1,111,3
3858,278,2,4.0,2,1,1,211,4
3723,291,2,3.9,1,1,1,111,3
3780,674,2,3.7,1,1,1,111,3
3990,593,2,3.7,1,1,1,111,3
1093,277,2,3.65,2,1,1,211,4
4151,58,1,3.6,3,1,1,311,5
1414,220,2,3.4,2,1,1,211,4
3625,439,2,3.4,1,1,1,111,3
4023,343,2,3.4,1,1,1,111,3
4816,152,2,3.2,2,1,1,211,4
4926,405,2,2.9,1,1,1,111,3
1314,481,2,2.9,1,1,1,111,3
1039,213,2,2.7,2,1,1,211,4
3162,207,2,2.6,2,1,1,211,4
2640,252,1,2.4,2,1,1,211,4
3949,273,2,2.1,2,1,1,211,4
1560,593,2,1.9,1,1,1,111,3
1221,410,2,1.7,1,1,1,111,3
4029,429,1,1.6,1,1,1,111,3
1250,448,2,1.3,1,1,1,111,3
4565,0,1,1.1,4,1,1,411,6
